layer,public_use,next_gate,region_id,country,kind,source_type,confidence_tier,published_annual_twh,include_in_source_verified_floor,include_in_modelled_envelope,annual_value_basis,definition_notes,source,source_url,validation_doc
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,nt-pilbara,AUS,solar,modelled_or_fallback,T3-modelled,0.200000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,Horizon/Pilbara fallback,https://www.horizonpower.com.au/,docs/validation/nt-pilbara.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,uae,ARE,solar,generation_or_feed_x_rate,T3-modelled,0.200000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,generation/feed multiplied by citable or assumed curtailment rate; check source scope,DEWA/EWEC fallback,https://www.dewa.gov.ae/,docs/validation/uae.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,china-tianjin,CHN,mixed,modelled_or_fallback,T3-modelled,0.160000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — mixed wind+solar curtailment ~0.16 TWh/yr,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-tianjin.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,israel,ISR,solar,modelled_or_fallback,T3-modelled,0.150000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,Noga fallback,https://www.noga-iso.co.il/,docs/validation/israel.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,malaysia,MYS,solar,modelled_or_fallback,T3-modelled,0.150000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"IRENA Malaysia 2024 + Suruhanjaya Tenaga (ST) 2024 anchor (~0.15 TWh/yr provisional). Gemini-3.1 research wave 2026-04-29: SEDA / ST policy classifies systemic renewable curtailment as a 'rising risk' for Peninsular Malaysia but reports current operations as stable; no published annual curtailment TWh figure exists yet. Live promotion attempt reverted (GSO real-time solar feed is generation-only, not curtailment). Held at T3 pending publication of a real curtailment figure.",https://www.gso.org.my/,docs/validation/malaysia.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,mongolia,MNG,wind,modelled_or_fallback,T3-modelled,0.150000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NPTG fallback,https://nptg.mn/,docs/validation/mongolia.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,saskatchewan,CAN,wind,modelled_or_fallback,T3-modelled,0.150000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,SaskPower fallback,https://www.saskpower.com/,docs/validation/saskatchewan.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,pakistan-solar,PAK,solar,modelled_or_fallback,T3-modelled,0.134000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEPRA State of Industry Report 2024: solar curtailment not separately quantified, held conservatively at ~10% of total. Gemini-3.1 research wave 2 (2026-04-30).",https://nepra.org.pk/publications/State%20of%20Industry%20Reports/State%20of%20Industry%20Report%202024.pdf,docs/validation/pakistan-solar.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,china-chongqing-hydro,CHN,hydro,modelled_or_fallback,T2-annual-calibrated,0.132000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEA 2024 provincial RE monitoring bulletin — hydro curtailment (hydro 60% of ~0.22 TWh/yr, Yangtze basin)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-chongqing-hydro.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,china-guizhou-hydro,CHN,hydro,modelled_or_fallback,T2-annual-calibrated,0.125000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — hydro curtailment (hydro 50% of ~0.25 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-guizhou-hydro.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,china-guizhou-solar,CHN,solar,modelled_or_fallback,T3-modelled,0.125000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment (solar 50% of ~0.25 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-guizhou-solar.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,bangladesh,BGD,solar,modelled_or_fallback,T3-modelled,0.100000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,BPDB fallback,https://bpdb.gov.bd/,docs/validation/bangladesh.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,cyprus,CYP,solar,modelled_or_fallback,T3-modelled,0.100000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,TSOC fallback,https://tsoc.org.cy/,docs/validation/cyprus.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,iraq-mainland,IRQ,solar,modelled_or_fallback,T3-modelled,0.100000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,Ministry of Electricity fallback,https://moelc.gov.iq/,docs/validation/iraq-mainland.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,oman,OMN,solar,modelled_or_fallback,T3-modelled,0.100000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,OPWP fallback,https://www.omanpwp.om/,docs/validation/oman.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,china-chongqing-solar,CHN,solar,modelled_or_fallback,T3-modelled,0.088000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEA 2024 provincial RE monitoring bulletin — solar curtailment (solar 40% of ~0.22 TWh/yr, Yangtze basin)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-chongqing-solar.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,jeju,KOR,wind,modelled_or_fallback,T3-modelled,0.050000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,KPX Jeju fallback,https://www.kpx.or.kr/,docs/validation/jeju.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,kurdistan,IRQ,solar,modelled_or_fallback,T3-modelled,0.050000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,KRG Ministry fallback,https://gov.krd/moel-en/,docs/validation/kurdistan.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,namibia,NAM,solar,modelled_or_fallback,T3-modelled,0.050000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NamPower ISB 2025,https://www.nampower.com.na/,docs/validation/namibia.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,china-hainan,CHN,solar,modelled_or_fallback,T3-modelled,0.010000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment ~0.01 TWh/yr (99.8% PV utilisation; near-zero),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-hainan.md
modelled_envelope_only,publish_only_in_modelled_envelope_with_tier_label_and_uncertainty,operator/regulator source elevation before floor inclusion,china-shanghai,CHN,solar,modelled_or_fallback,T3-modelled,0.010000,no_modelled_envelope_only,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEA 2024 provincial RE monitoring bulletin — solar curtailment ~0.01 TWh/yr (100% PV utilisation; effectively zero, placeholder)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-shanghai.md
phenomenon_boundary_review,exclude_from_renewable_curtailment_floor_until_boundary_is_explicit,"prove the source measures grid-dispatch renewable curtailment, not only spill",bosnia-and-herzegovina,BIH,hydro,spill_or_hydro_proxy,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,spill/hydro proxy; not always grid-dispatch renewable curtailment,ENTSO-E JPCC (Krajina),https://transparency.entsoe.eu/,docs/validation/bosnia-and-herzegovina.md
phenomenon_boundary_review,exclude_from_renewable_curtailment_floor_until_boundary_is_explicit,"prove the source measures grid-dispatch renewable curtailment, not only spill",switzerland,CHE,solar,spill_or_hydro_proxy,T1c-live-neighbour-anchored,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,spill/hydro proxy; not always grid-dispatch renewable curtailment,ENTSO-E Swissgrid PV-only (hydro spill not in A75),https://transparency.entsoe.eu/,docs/validation/switzerland.md
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,alberta-solar,CAN,solar,generation_or_feed_x_rate,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,AESO solar snapshot,http://ets.aeso.ca/ets_web/ip/Market/Reports/CSDReportServlet,docs/validation/alberta-solar.md
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,alberta-wind,CAN,wind,generation_or_feed_x_rate,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,AESO wind snapshot,http://ets.aeso.ca/ets_web/ip/Market/Reports/CSDReportServlet,docs/validation/alberta-wind.md
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,belgium-solar,BEL,solar,generation_or_feed_x_rate,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,Elia Open Data solar,https://opendata.elia.be/,docs/validation/belgium-solar.md
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,belgium-wind,BEL,wind,generation_or_feed_x_rate,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,Elia Open Data wind,https://opendata.elia.be/,docs/validation/belgium-wind.md
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,bpa,,,generation_or_feed_x_rate,T1-live-TSO,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,caiso,,,generation_or_feed_x_rate,T1-live-TSO,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,denmark,,,generation_or_feed_x_rate,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,ercot-east,,,generation_or_feed_x_rate,T1-live-TSO,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,ercot-west,,,generation_or_feed_x_rate,T1-live-TSO,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,finland-wind,FIN,wind,generation_or_feed_x_rate,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,ENTSO-E A75 FI B19 wind,https://transparency.entsoe.eu/,docs/validation/finland-wind.md
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,france-solar,FRA,solar,generation_or_feed_x_rate,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,RTE eco2mix solar,https://odre.opendatasoft.com/,docs/validation/france-solar.md
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,france-wind,FRA,wind,generation_or_feed_x_rate,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,RTE eco2mix wind,https://odre.opendatasoft.com/,docs/validation/france-wind.md
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,iso-ne,,,generation_or_feed_x_rate,T1-live-TSO,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,docs/validation/iso-ne.md
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,miso,,,generation_or_feed_x_rate,T1-live-TSO,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,n-norway,,,generation_or_feed_x_rate,T1-live-TSO,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,new-zealand,,,generation_or_feed_x_rate,T1-live-TSO,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,north-sea-solar,,,generation_or_feed_x_rate,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,north-sea-wind,,,generation_or_feed_x_rate,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,nyiso,,,generation_or_feed_x_rate,T1-live-TSO,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,docs/validation/nyiso.md
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,ontario-solar,CAN,solar,generation_or_feed_x_rate,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,IESO solar generation capability,https://reports-public.ieso.ca/public/GenOutputCapability/,docs/validation/ontario-solar.md
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,ontario-wind,CAN,wind,generation_or_feed_x_rate,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,IESO wind generation capability,https://reports-public.ieso.ca/public/GenOutputCapability/,docs/validation/ontario-wind.md
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,pjm,,,generation_or_feed_x_rate,T1-live-TSO,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,south-africa-solar,ZAF,solar,generation_or_feed_x_rate,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,Eskom Data Portal total hourly renewable generation (PV+CSP columns × 12% curtailment),https://www.eskom.co.za/dataportal/renewables-performance/total-hourly-renewable-generation/,docs/validation/south-africa-solar.md
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,south-africa-wind,ZAF,wind,generation_or_feed_x_rate,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,Eskom Data Portal total hourly renewable generation (Wind column × 12% curtailment),https://www.eskom.co.za/dataportal/renewables-performance/total-hourly-renewable-generation/,docs/validation/south-africa-wind.md
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,spp,,,generation_or_feed_x_rate,T1-live-TSO,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
proxy_needs_anchor_validation_or_demotion,publish_only_as_research_proxy_or_demote_to_modelled_envelope,source-lock the curtailment rate denominator or demote from source-derived status,sweden-north,SWE,wind,generation_or_feed_x_rate,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,ENTSO-E,https://transparency.entsoe.eu/,docs/validation/sweden-north.md
source_derived_research_candidate,do_not_include_in_source_verified_floor_until_manual_validation,manual source/year/definition validation and validation-doc signoff,spain-wind,ESP,wind,live_operator_feed,T1a-live-tso,6.800000,candidate_after_manual_validation,no,source-note annual hint; manual validation required,,ENTSO-E REE wind,https://transparency.entsoe.eu/,docs/validation/spain-wind.md
source_derived_research_candidate,do_not_include_in_source_verified_floor_until_manual_validation,manual source/year/definition validation and validation-doc signoff,japan-kyushu,JPN,solar,generation_or_feed_x_rate,T1a-live-tso,1.700000,candidate_after_manual_validation,no,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,Kyushu Electric area-demand CSV (5-min solar) × 10% calibrated curtailment (OCCTO FY2024 Kyushu anchor: ~1.7 TWh/yr),https://www.kyuden.co.jp/td_power_usages/pc.html,docs/validation/japan-kyushu.md
source_derived_research_candidate,do_not_include_in_source_verified_floor_until_manual_validation,manual source/year/definition validation and validation-doc signoff,germany-solar,DEU,solar,live_operator_feed,T1a-live-tso,1.390000,candidate_after_manual_validation,no,source-note annual hint; manual validation required,,ENTSO-E BNetzA/SMARD solar,https://transparency.entsoe.eu/,docs/validation/germany-solar.md
source_derived_research_candidate,do_not_include_in_source_verified_floor_until_manual_validation,manual source/year/definition validation and validation-doc signoff,peru-hydro,PER,hydro,generation_or_feed_x_rate,T1a-live-tso,0.800000,candidate_after_manual_validation,no,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,COES-SINAC live hydro generation × 2% curtailment calibration (vertimiento anchor ~0.8 TWh/yr),https://www.coes.org.pe/Portal/portalinformacion/generacion,docs/validation/peru-hydro.md
source_derived_research_candidate,do_not_include_in_source_verified_floor_until_manual_validation,manual source/year/definition validation and validation-doc signoff,peru-solar,PER,solar,generation_or_feed_x_rate,T1a-live-tso,0.800000,candidate_after_manual_validation,no,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,COES-SINAC live solar generation × 2% curtailment calibration (vertimiento anchor ~0.8 TWh/yr),https://www.coes.org.pe/Portal/portalinformacion/generacion,docs/validation/peru-solar.md
source_derived_research_candidate,do_not_include_in_source_verified_floor_until_manual_validation,manual source/year/definition validation and validation-doc signoff,peru-wind,PER,wind,generation_or_feed_x_rate,T1a-live-tso,0.800000,candidate_after_manual_validation,no,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,COES-SINAC live wind generation × 2% curtailment calibration (vertimiento anchor ~0.8 TWh/yr),https://www.coes.org.pe/Portal/portalinformacion/generacion,docs/validation/peru-wind.md
source_derived_research_candidate,do_not_include_in_source_verified_floor_until_manual_validation,manual source/year/definition validation and validation-doc signoff,turkey-solar,TUR,solar,generation_or_feed_x_rate,T1a-live-tso,0.500000,candidate_after_manual_validation,no,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,EPIAS Transparency dashboard solar,https://seffaflik.epias.com.tr/electricity-service/v1/dashboard/realtime-generation,docs/validation/turkey-solar.md
source_derived_research_candidate,do_not_include_in_source_verified_floor_until_manual_validation,manual source/year/definition validation and validation-doc signoff,turkey-wind,TUR,wind,generation_or_feed_x_rate,T1a-live-tso,0.500000,candidate_after_manual_validation,no,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,EPIAS Transparency dashboard wind,https://seffaflik.epias.com.tr/electricity-service/v1/dashboard/realtime-generation,docs/validation/turkey-wind.md
source_derived_research_candidate,do_not_include_in_source_verified_floor_until_manual_validation,manual source/year/definition validation and validation-doc signoff,japan-chugoku,JPN,solar,generation_or_feed_x_rate,T1a-live-tso,0.400000,candidate_after_manual_validation,no,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,Chugoku Electric juyo CSV (5-min solar) × 6% calibrated curtailment (OCCTO FY2024 Chugoku anchor: ~0.40 TWh/yr),https://www.energia.co.jp/nw/jukyuu/sys/,docs/validation/japan-chugoku.md
source_derived_research_candidate,do_not_include_in_source_verified_floor_until_manual_validation,manual source/year/definition validation and validation-doc signoff,wa-swis-solar,AUS,solar,generation_or_feed_x_rate,T1a-live-tso,0.400000,candidate_after_manual_validation,no,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,AEMO WEM Facility SCADA (solar DUIDs),https://data.wa.aemo.com.au/,docs/validation/wa-swis-solar.md
source_derived_research_candidate,do_not_include_in_source_verified_floor_until_manual_validation,manual source/year/definition validation and validation-doc signoff,wa-swis-wind,AUS,wind,generation_or_feed_x_rate,T1a-live-tso,0.400000,candidate_after_manual_validation,no,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,AEMO WEM Facility SCADA (wind DUIDs),https://data.wa.aemo.com.au/,docs/validation/wa-swis-wind.md
source_derived_research_candidate,do_not_include_in_source_verified_floor_until_manual_validation,manual source/year/definition validation and validation-doc signoff,japan-shikoku,JPN,solar,generation_or_feed_x_rate,T1a-live-tso,0.300000,candidate_after_manual_validation,no,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,Shikoku Electric T&D juyo CSV × 7% calibrated curtailment (OCCTO FY2024 Shikoku anchor: ~0.30 TWh/yr),https://www.yonden.co.jp/nw/,docs/validation/japan-shikoku.md
source_derived_research_candidate,do_not_include_in_source_verified_floor_until_manual_validation,manual source/year/definition validation and validation-doc signoff,japan-hokkaido,JPN,solar,generation_or_feed_x_rate,T1a-live-tso,0.100000,candidate_after_manual_validation,no,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,Hokkaido Electric juyo CSV (5-min solar) × 5% calibrated curtailment (OCCTO FY2024 Hokkaido anchor: ~0.10 TWh/yr),https://denkiyoho.hepco.co.jp/,docs/validation/japan-hokkaido.md
source_derived_research_candidate,do_not_include_in_source_verified_floor_until_manual_validation,manual source/year/definition validation and validation-doc signoff,portugal-wind,PRT,wind,live_operator_feed,T1a-live-tso,0.100000,candidate_after_manual_validation,no,source-note annual hint; manual validation required,,ENTSO-E REN wind,https://transparency.entsoe.eu/,docs/validation/portugal-wind.md
source_derived_research_candidate,do_not_include_in_source_verified_floor_until_manual_validation,manual source/year/definition validation and validation-doc signoff,japan-chubu,JPN,solar,generation_or_feed_x_rate,T1a-live-tso,0.050000,candidate_after_manual_validation,no,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,Chubu Electric Power Grid juyo CSV × 1% calibrated curtailment (OCCTO FY2024 Chubu anchor: ~0.05 TWh/yr),https://denki-yoho.chuden.jp/,docs/validation/japan-chubu.md
