priority,readiness_label,region_id,country,kind,source_type,published_annual_twh,include_in_source_verified_floor,include_in_modelled_envelope,manual_review_required,annual_value_basis,definition_notes,source,source_url,validation_doc
P3,missing_emitted_snapshot,guyana,GUY,flare,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,GGFR 2024 Guyana Stabroek block flaring offshore (Liza FPSO; upstream off-grid lifted onto GPL coverage),https://www.gplinc.com/,docs/validation/guyana.md
P3,missing_emitted_snapshot,haiti,HTI,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / EDH (~70 MW PV incl. Caracol 12 MW),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/haiti.md
P3,missing_emitted_snapshot,hawaii-island,USA,mixed,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,Hawaiian Electric RSWG (Hawaii Island: 58.7% renewable share 2024),https://www.hawaiianelectric.com/about-us/performance-scorecards-and-metrics/renewable-energy,docs/validation/hawaii-island.md
P3,missing_emitted_snapshot,hawaii-maui,USA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,Hawaiian Electric RSWG monthly reports (Maui island system),https://www.hawaiianelectric.com/about-us/performance-scorecards-and-metrics/renewable-energy,docs/validation/hawaii-maui.md
P3,missing_emitted_snapshot,hawaii-oahu,USA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,"Hawaiian Electric RSWG monthly reports (Oahu: ~30% renewable share 2024, provisional)",https://www.hawaiianelectric.com/about-us/performance-scorecards-and-metrics/renewable-energy,docs/validation/hawaii-oahu.md
P3,needs_calendar_year_or_source_definition,hungary-solar,HUN,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E MAVIR solar,https://transparency.entsoe.eu/,docs/validation/hungary-solar.md
P3,needs_calendar_year_or_source_definition,hungary-wind,HUN,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E MAVIR wind,https://transparency.entsoe.eu/,docs/validation/hungary-wind.md
P3,missing_emitted_snapshot,iceland,ISL,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,Published,https://orkustofnun.is/,docs/validation/iceland.md
P3,needs_calendar_year_or_source_definition,ireland-republic-solar,IRL,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,EirGrid/SONI DD half-hourly workbook (ROI 58% solar share fallback),https://www.eirgrid.ie/grid/system-and-renewable-data-reports,docs/validation/ireland-republic-solar.md
P3,needs_calendar_year_or_source_definition,ireland-republic-wind,IRL,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,EirGrid/SONI DD half-hourly workbook (ROI 58% of all-island DD),https://www.eirgrid.ie/grid/system-and-renewable-data-reports,docs/validation/ireland-republic-wind.md
P3,missing_emitted_snapshot,iso-ne-maine-vermont,USA,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,"EIA ISO-NE wind (ME+VT share, 93% of NE curtailment per IMM)",https://www.iso-ne.com/static-assets/documents/100023/2024-annual-markets-report.pdf,docs/validation/iso-ne-maine-vermont.md
P3,missing_emitted_snapshot,iso-ne-rest-solar,USA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EIA ISO-NE solar (ex-ME/VT),https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/iso-ne-rest-solar.md
P3,missing_emitted_snapshot,iso-ne-rest-wind,USA,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EIA ISO-NE wind (ex-ME/VT),https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/iso-ne-rest-wind.md
P3,needs_calendar_year_or_source_definition,italy-north-zone-solar,ITA,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E Terna North zone solar,https://transparency.entsoe.eu/,docs/validation/italy-north-zone-solar.md
P3,needs_calendar_year_or_source_definition,italy-north-zone-wind,ITA,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E Terna North zone wind,https://transparency.entsoe.eu/,docs/validation/italy-north-zone-wind.md
P3,needs_calendar_year_or_source_definition,italy-sardinia-solar,ITA,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E Terna Sardinia solar,https://transparency.entsoe.eu/,docs/validation/italy-sardinia-solar.md
P3,needs_calendar_year_or_source_definition,italy-sardinia-wind,ITA,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E Terna Sardinia wind,https://transparency.entsoe.eu/,docs/validation/italy-sardinia-wind.md
P3,needs_calendar_year_or_source_definition,italy-sicily-solar,ITA,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E Terna Sicily solar,https://transparency.entsoe.eu/,docs/validation/italy-sicily-solar.md
P3,needs_calendar_year_or_source_definition,italy-sicily-wind,ITA,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E Terna Sicily wind,https://transparency.entsoe.eu/,docs/validation/italy-sicily-wind.md
P3,missing_emitted_snapshot,jamaica,JAM,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,Office of Utilities Regulation Jamaica Annual Report 2024 (Wigton wind + Content solar),https://www.jpsco.com/,docs/validation/jamaica.md
P3,needs_calendar_year_or_source_definition,japan-tohoku,JPN,solar,live_operator_feed,,no_pending_annual_aggregation,no,yes,ambiguous source-note annual hint; manual extraction required,,"Tohoku Electric area supply/demand CSV — direct 太陽光出力制御量+風力出力制御量 columns (MW, 30-min). Solar-dominant (>95% of measured curtailment). FY2023 OCCTO anchor: 0.13 TWh; rising ~1.5-2 TWh/yr.",https://setsuden.nw.tohoku-epco.co.jp/common/demand/realtime_jukyu/,docs/validation/japan-tohoku.md
P3,missing_emitted_snapshot,kiribati,KIR,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / UTT (~2 MW PV + diesel; atoll islands),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/kiribati.md
P3,missing_emitted_snapshot,kuwait,KWT,flare,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,GGFR 2024 Kuwait Burgan + Wafra flare composite (KOC),https://www.worldbank.org/en/programs/gasflaringreduction,docs/validation/kuwait.md
P3,missing_emitted_snapshot,kyrgyzstan,KGZ,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / NEK (hydro-dominant; VRE <50 MW; modelled hydro spillage),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/kyrgyzstan.md
P3,missing_emitted_snapshot,laos,LAO,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RE Statistics 2024 (hydro-export economy; some utility solar deployed); modelled curtailment ~2% per regional default,https://www.irena.org/Data/Energy-Profiles,docs/validation/laos.md
P3,needs_calendar_year_or_source_definition,latvia,LVA,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E AST,https://transparency.entsoe.eu/,docs/validation/latvia.md
P3,missing_emitted_snapshot,lebanon,LBN,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / LCEC (~870 MW PV per LCEC 2024),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/lebanon.md
P3,missing_emitted_snapshot,lesotho,LSO,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / LEWA (Muela HPP 72 MW; hydro-dominant),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/lesotho.md
P3,missing_emitted_snapshot,liberia,LBR,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / LEC (Mt Coffee hydro 88 MW + diesel; WAPP),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/liberia.md
P3,missing_emitted_snapshot,libya,LBY,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / GECOL (<100 MW utility PV),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/libya.md
P3,missing_emitted_snapshot,liechtenstein,LIE,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / LFV (Alpine hydro; import-dependent; near-zero VRE),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/liechtenstein.md
P3,needs_calendar_year_or_source_definition,lithuania,LTU,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E Litgrid,https://transparency.entsoe.eu/,docs/validation/lithuania.md
P3,needs_calendar_year_or_source_definition,luxembourg-solar,LUX,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E Cegedel solar,https://transparency.entsoe.eu/,docs/validation/luxembourg-solar.md
P3,needs_calendar_year_or_source_definition,luxembourg-wind,LUX,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E Cegedel wind,https://transparency.entsoe.eu/,docs/validation/luxembourg-wind.md
P3,missing_emitted_snapshot,madagascar,MDG,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Madagascar 2024 (JIRAMA; hydro+thermal isolated grids),https://www.jirama.mg/,docs/validation/madagascar.md
P3,missing_emitted_snapshot,malawi,MWI,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Malawi 2024 (ESCOM/EGENCO; Shire hydro + Salima PV; SAPP),https://www.escom.mw/,docs/validation/malawi.md
P3,missing_emitted_snapshot,maldives,MDV,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / STELCO (~50 MW solar+diesel hybrid island grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/maldives.md
P3,missing_emitted_snapshot,mali,MLI,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / EDM (~200 MW PV incl. Kita 50 MW),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/mali.md
P3,missing_emitted_snapshot,malta,MLT,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,ENTSO-E Enemalta,https://transparency.entsoe.eu/,docs/validation/malta.md
P3,missing_emitted_snapshot,marshall-islands,MHL,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / MEC (~5 MW PV + diesel; atoll grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/marshall-islands.md
P3,missing_emitted_snapshot,mauritania,MRT,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Mauritania 2024 (SOMELEC; Boulenouar wind 100 MW + Sheikh Zayed PV),https://somelec.mr/,docs/validation/mauritania.md
P3,missing_emitted_snapshot,mauritius,MUS,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Mauritius 2024 (CEB; bagasse+coal+oil + PV; island),https://ceb.mu/,docs/validation/mauritius.md
P3,missing_emitted_snapshot,micronesia,FSM,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / CPUC (~3 MW PV + diesel; island grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/micronesia.md
P3,missing_emitted_snapshot,miso-solar,USA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EIA MISO solar,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/miso-solar.md
P3,missing_emitted_snapshot,miso-wind,USA,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EIA MISO wind,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/miso-wind.md
P3,needs_calendar_year_or_source_definition,moldova-solar,MDA,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E Moldelectrica solar (MEPSO protocol),https://transparency.entsoe.eu/,docs/validation/moldova-solar.md
P3,needs_calendar_year_or_source_definition,moldova-wind,MDA,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E Moldelectrica wind (MEPSO protocol),https://transparency.entsoe.eu/,docs/validation/moldova-wind.md
P3,missing_emitted_snapshot,monaco,MCO,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / Monaco (~5 MW rooftop PV; part of French grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/monaco.md
P3,needs_calendar_year_or_source_definition,montenegro,MNE,hydro,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E CGES,https://transparency.entsoe.eu/,docs/validation/montenegro.md
P3,missing_emitted_snapshot,mozambique,MOZ,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Mozambique 2024 (EDM; Cahora Bassa hydro; SAPP),https://www.edm.co.mz/,docs/validation/mozambique.md
P3,missing_emitted_snapshot,myanmar,MMR,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RE Statistics 2024 (some utility solar; post-coup data validity uncertainty); modelled curtailment ~2% per regional default,https://www.irena.org/Data/Energy-Profiles,docs/validation/myanmar.md
P3,missing_emitted_snapshot,nauru,NRU,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / NUC (~1 MW PV + diesel; micro-grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/nauru.md
P3,missing_emitted_snapshot,nepal,NPL,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,"World Bank Nepal Development Update 2024 — estimated >0.5 TWh/yr renewable energy spillage from monsoon-season run-of-river overgeneration vs transmission bottlenecks and limited India-export capacity. NEA confirms during FY2023/24. Same modelling treatment as Ethiopia/Iceland/Colombia hydro spillage. Himalayan summer-monsoon shape (peak Jul-Sep). Gemini-3.1 research wave 4 (2026-04-30, reliability 5/5).",https://www.worldbank.org/en/country/nepal/publication/nepal-development-update,docs/validation/nepal.md
P3,needs_calendar_year_or_source_definition,netherlands-solar,NLD,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E IEEFA 2024 solar,https://transparency.entsoe.eu/,docs/validation/netherlands-solar.md
P3,needs_calendar_year_or_source_definition,netherlands-wind,NLD,wind,live_operator_feed,,no_pending_annual_aggregation,no,yes,ambiguous source-note annual hint; manual extraction required,,ENTSO-E IEEFA 2024 wind,https://transparency.entsoe.eu/,docs/validation/netherlands-wind.md
P3,missing_emitted_snapshot,new-zealand-geo,NZL,geo,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EMI geothermal generation,https://www.emi.ea.govt.nz/Wholesale/Datasets/Generation/Generation_MD,docs/validation/new-zealand-geo.md
P3,missing_emitted_snapshot,new-zealand-solar,NZL,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EMI solar generation,https://www.emi.ea.govt.nz/Wholesale/Datasets/Generation/Generation_MD,docs/validation/new-zealand-solar.md
P3,missing_emitted_snapshot,new-zealand-wind,NZL,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EMI wind generation,https://www.emi.ea.govt.nz/Wholesale/Datasets/Generation/Generation_MD,docs/validation/new-zealand-wind.md
P3,missing_emitted_snapshot,nicaragua,NIC,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Nicaragua VRE statistics 2024 (CNDC/ENATREL weekly bulletins),https://www.enatrel.gob.ni/,docs/validation/nicaragua.md
P3,missing_emitted_snapshot,niger,NER,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / NIGELEC (~50 MW solar),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/niger.md
P3,missing_emitted_snapshot,nigeria,NGA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,Ember Nigeria 2024 + TCN 2024 (solar curtailment; Niger Delta flare ~7 TWh-eq/yr is a separate flat-baseload signal),https://www.tcn.org.ng/,docs/validation/nigeria.md
P3,missing_emitted_snapshot,north-korea,PRK,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,"IRENA RCS 2025 / 38North estimate (isolated grid, ~50 MW solar; no public data)",https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/north-korea.md
P3,needs_calendar_year_or_source_definition,north-macedonia-solar,MKD,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E MEPSO solar,https://transparency.entsoe.eu/,docs/validation/north-macedonia-solar.md
P3,needs_calendar_year_or_source_definition,north-macedonia-wind,MKD,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E MEPSO wind,https://transparency.entsoe.eu/,docs/validation/north-macedonia-wind.md
P3,needs_calendar_year_or_source_definition,northern-ireland-solar,GBR,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,EirGrid/SONI DD half-hourly workbook (NI 42% solar share fallback),https://www.eirgrid.ie/grid/system-and-renewable-data-reports,docs/validation/northern-ireland-solar.md
P3,needs_calendar_year_or_source_definition,northern-ireland-wind,GBR,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,EirGrid/SONI DD half-hourly workbook (NI 42% of all-island DD),https://www.eirgrid.ie/grid/system-and-renewable-data-reports,docs/validation/northern-ireland-wind.md
P3,missing_emitted_snapshot,norway-no1-hydro,NOR,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,"ENTSO-E NO1 hydro (load-centre, low curtailment)",https://transparency.entsoe.eu/,docs/validation/norway-no1-hydro.md
P3,missing_emitted_snapshot,norway-no1-wind,NOR,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,ENTSO-E NO1 wind (load-centre),https://transparency.entsoe.eu/,docs/validation/norway-no1-wind.md
P3,missing_emitted_snapshot,norway-no2-hydro,NOR,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,ENTSO-E NO2 hydro (NorNed/NordLink/NSL cable zone),https://transparency.entsoe.eu/,docs/validation/norway-no2-hydro.md
P3,missing_emitted_snapshot,norway-no2-wind,NOR,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,ENTSO-E NO2 offshore wind (NorNed/NordLink/NSL cable zone),https://transparency.entsoe.eu/,docs/validation/norway-no2-wind.md
P3,missing_emitted_snapshot,norway-no3-hydro,NOR,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,ENTSO-E NO3 hydro,https://transparency.entsoe.eu/,docs/validation/norway-no3-hydro.md
P3,missing_emitted_snapshot,norway-no3-wind,NOR,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,ENTSO-E NO3 onshore wind,https://transparency.entsoe.eu/,docs/validation/norway-no3-wind.md
P3,missing_emitted_snapshot,norway-no4-hydro,NOR,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,ENTSO-E NO4 hydro (export-constrained north),https://transparency.entsoe.eu/,docs/validation/norway-no4-hydro.md
P3,missing_emitted_snapshot,norway-no4-wind,NOR,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,ENTSO-E NO4 wind (export-constrained north; former n-norway),https://transparency.entsoe.eu/,docs/validation/norway-no4-wind.md
P3,missing_emitted_snapshot,norway-no5,NOR,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,ENTSO-E NO5 reservoir hydro (spring-spill only),https://transparency.entsoe.eu/,docs/validation/norway-no5.md
P3,missing_emitted_snapshot,nyiso-rest-solar,USA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EIA NYISO solar (ex-Zones D/E),https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/nyiso-rest-solar.md
P3,missing_emitted_snapshot,nyiso-rest-wind,USA,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EIA NYISO wind (ex-Zones D/E),https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/nyiso-rest-wind.md
P3,missing_emitted_snapshot,nyiso-zones-d-e,USA,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,"EIA NYISO wind (Zones D+E share, ~75% of statewide curtailment)",https://www.nyiso.com/documents/20142/2223020/2024-Power-Trends.pdf,docs/validation/nyiso-zones-d-e.md
P3,missing_emitted_snapshot,palau,PLW,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / PPUC (~5 MW PV + diesel; island grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/palau.md
P3,missing_emitted_snapshot,palestine,PSE,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / Palestinian Energy Authority 2024,https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/palestine.md
P3,missing_emitted_snapshot,panama,PAN,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,Secretaria Nacional de Energia 2024 (solar+wind ~10%; ETESA/CND PDF reports),https://www.etesa.com.pa/,docs/validation/panama.md
P3,missing_emitted_snapshot,papua-new-guinea,PNG,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / PNG Power (Ramu hydro + diesel; island grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/papua-new-guinea.md
P3,missing_emitted_snapshot,permian,USA,flare,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,VIIRS + GGFR,https://www.worldbank.org/en/programs/gasflaringreduction,docs/validation/permian.md
P3,missing_emitted_snapshot,philippines-solar,PHL,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,"IRENA Philippines RE Statistics 2024 anchor; IEMOP RTD endpoint exposes current-day dispatch schedules, not curtailed-energy. The 2% rate previously applied was an invented placeholder with no published source. Held at T3 until IEMOP/WESM publishes a citable curtailment rate.",https://www.iemop.ph/market-data/rtd-prices-and-schedules/,docs/validation/philippines-solar.md
P3,missing_emitted_snapshot,philippines-wind,PHL,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,"IRENA Philippines RE Statistics 2024 anchor; IEMOP RTD endpoint exposes current-day dispatch schedules, not curtailed-energy. The 2% rate previously applied was an invented placeholder with no published source. Held at T3 until IEMOP/WESM publishes a citable curtailment rate.",https://www.iemop.ph/market-data/rtd-prices-and-schedules/,docs/validation/philippines-wind.md
P3,missing_emitted_snapshot,pjm-solar,USA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EIA PJM solar,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/pjm-solar.md
P3,missing_emitted_snapshot,pjm-wind,USA,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EIA PJM wind,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/pjm-wind.md
P3,needs_calendar_year_or_source_definition,poland-solar,POL,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E URE 2024 solar,https://transparency.entsoe.eu/,docs/validation/poland-solar.md
P3,needs_calendar_year_or_source_definition,poland-wind,POL,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E URE 2024 wind,https://transparency.entsoe.eu/,docs/validation/poland-wind.md
P3,needs_calendar_year_or_source_definition,portugal-solar,PRT,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E REN solar,https://transparency.entsoe.eu/,docs/validation/portugal-solar.md
P3,missing_emitted_snapshot,qatar,QAT,flare,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,GGFR 2024 Qatar offshore+onshore flare composite (QatarEnergy),https://www.worldbank.org/en/programs/gasflaringreduction,docs/validation/qatar.md
P3,needs_calendar_year_or_source_definition,romania-solar,ROU,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E Transelectrica solar,https://transparency.entsoe.eu/,docs/validation/romania-solar.md
P3,needs_calendar_year_or_source_definition,romania-wind,ROU,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E Transelectrica wind,https://transparency.entsoe.eu/,docs/validation/romania-wind.md
P3,missing_emitted_snapshot,russia-e-siberia,RUS,flare,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,GGFR 2024 East Siberia oil/gas flaring (ESPO corridor + Sakhalin),https://www.worldbank.org/en/programs/gasflaringreduction,docs/validation/russia-e-siberia.md
P3,missing_emitted_snapshot,russia-murmansk-wind,RUS,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,SO UPS 2024 monthly DPM VIE reports (Kola Peninsula wind dispatch limits),https://www.so-ups.ru/functioning/markets/surveys/renewable/2024/,docs/validation/russia-murmansk-wind.md
P3,missing_emitted_snapshot,russia-yamal,RUS,flare,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,GGFR 2024 Yamal-Nenets gas flaring (Gazprom/Novatek),https://www.worldbank.org/en/programs/gasflaringreduction,docs/validation/russia-yamal.md
P3,missing_emitted_snapshot,rwanda,RWA,mixed,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Rwanda 2024 (REG/EUCL; Lake Kivu methane + hydro+solar),https://www.reg.rw/,docs/validation/rwanda.md
P3,missing_emitted_snapshot,s-iraq,IRQ,flare,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,VIIRS + GGFR,https://www.worldbank.org/en/programs/gasflaringreduction,docs/validation/s-iraq.md
P3,missing_emitted_snapshot,samoa,WSM,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / EPC Samoa (~25 MW solar + hydro; Pacific island grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/samoa.md
P3,missing_emitted_snapshot,san-marino,SMR,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / AASS (~25 MW solar; part of Italian grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/san-marino.md
P3,missing_emitted_snapshot,sao-tome,STP,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / EMAE (~3 MW PV + diesel + hydro),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/sao-tome.md
